dwd_station_id,wo_de_url,w_com_tenday_url,identifier,hints
Q771,"https://www.wetteronline.de/wetter/altheim-baden-wuerttemberg-88499","https://weather.com/weather/tenday/l/9a6098a75afb20b16ba454f0b3979b6fd6ed3cf7e90e550801d7e2a620f26c7e","Altheim,KreisBiberach"
Q411,"https://www.wetteronline.de/wetter/baden-baden/geroldsau","https://weather.com/weather/tenday/l/5dbfbfaac734d4660840cec9045bb11790e33af39486402ad6fe29f9e7bd494d","Baden-Baden-Geroldsau","w_com is just baden-baden, not geroldsau"
Q740,"https://www.wetteronline.de/wetter/balingen","https://weather.com/weather/tenday/l/f38f3a74cd9251bb5d0aa0c0ddc98124c84d3dc381df8283662a626adbd860f8","Balingen-Bronnhaupten"
Q055,"https://www.wetteronline.de/wetter/buchen","https://weather.com/weather/tenday/l/1cf1353360ff2b05e716d035516b9d5f114f92e76dfd63880c119aeb6089ee39","Buchen,Kr.Neckar-Odenwald"
Q811,"https://www.wetteronline.de/wetter/wuestenrot/buchenbach","https://weather.com/weather/tenday/l/cab8b1d44057bcac19a8944afe73b0033a3c8935a04284441dba7444dbcf2e4a","Buchenbach","w_com identifies this just as wüstenrot"
Q824,"https://www.wetteronline.de/wetter/dachsberg/wolpadingen","https://weather.com/weather/tenday/l/f7894c3987ad3796164ca1b229d91d3b329d9dd77a85b2ddc8b74349c4141995","Dachsberg-Wolpadingen","w_com identifies wopaldingen and dachberg, checked google maps, choose specific location"
Q382,"https://www.wetteronline.de/wetter/rot/ellwangen","https://weather.com/weather/tenday/l/612c1b4099c20dfa52a77bad6d713b9a89a707c8ee807217611aa2c2d518fc57","Ellwangen-Rindelbach"
Q712,"https://www.wetteronline.de/wetter/elzach","https://weather.com/weather/tenday/l/673c111e973699a955884906486b7a58f73f2407e427b38455ac0d1dc662e97e","Elzach-Fisnacht","w_com only has less precise elzach"
Q702,"https://www.wetteronline.de/wetter/emmendingen/mundingen","https://weather.com/weather/tenday/l/497527996f13f437ca1bacd5f3d9848e5049d748ed28c14c5e0e764903872763","Emmendingen-Mundingen","w_com more precise mundingen"
Q221,"https://www.wetteronline.de/wetter/eppingen/elsenz","https://weather.com/weather/tenday/l/7236289a16bd3ce01c7ad630687060238cc09592c74505a555228bc063177e7d","Eppingen-Elsenz","w_com eppingen"
Q978,"https://www.wetteronline.de/wetter/friedrichshafen/unterraderach","https://weather.com/weather/tenday/l/2527e8f90fbca74ed80cb2df008f6cc73b975c6730534fa3d5086b061eaf19f4","Friedrichshafen-Unterraderach","w_com friedrichshaven(bw) only"
Q848,"https://www.wetteronline.de/wetter/geisingen","https://weather.com/weather/tenday/l/f4d596ee1a1b8f9f4e5f4a7ea80ed8ede74756373ec4c0f80d08e1ba67454a15","Geisingen","both taken from the place neat tuttlingen"
Q351,"https://www.wetteronline.de/wetter/grosserlach","https://weather.com/weather/tenday/l/874c08de453fb4ec58b6b023182d784429e72f006c1fd9f4565c15dd625e70f4","Großerlach-Mannenweiler"
Q651,"https://www.wetteronline.de/wetter/hechingen","https://weather.com/weather/tenday/l/504a8720c6ce39addaf88e2e8a5eefb09e593d101c83cdce52b8a14699938bbe","Hechingen"
Q485,"https://www.wetteronline.de/wetter/hermaringen","https://weather.com/weather/tenday/l/5a1b6fcd314b27ccf200fdfba6e13e3be7ea9fdc147718edaf6266cd1c9bd4d2","Hermaringen-Allewind"
Q292,"https://www.wetteronline.de/wetter/kirchberg-baden-wuerttemberg-74592","https://weather.com/weather/tenday/l/42df70c3954f395c8a13aa2e8ad9a90a1a9f8fc9c3eee099447bcb26ad6a5972","Kirchberg/Jagst-Herboldshausen"
Q579,"https://www.wetteronline.de/wetter/merklingen","https://weather.com/weather/tenday/l/254840f203ccd16eab6299cea016a92da01be9fca8d3565f21edafdb305a44fe","Merklingen"
Q887,"https://www.wetteronline.de/wetter/muellheim","https://weather.com/weather/tenday/l/ed6b2d8da9a8ceec841dc4b30c9859cef4bc4d59fa7a4bbd55503438a14377f2","Müllheim"
Q671,"https://www.wetteronline.de/wetter/muensingen","https://weather.com/weather/tenday/l/e172038f3d41a33868d6610962773522ceb08810173ec0aec9662a050330575a","Münsingen-Apfelstetten"
Q437,"https://www.wetteronline.de/wetter/neubulach","https://weather.com/weather/tenday/l/313e7d7d812397e2a3ba16d67d31e2408e234b21ce06c8a6456d7261275a84c1","Neubulach-Oberhaugstett"
Q061,"https://www.wetteronline.de/wetter/notzingen","https://weather.com/weather/tenday/l/33fd37016bd13f84b662c9023173a8d4e4d1d8ce501a0c44b9e38d2a1c9048ed","Notzingen"
Q242,"https://www.wetteronline.de/wetter/obersulm","https://weather.com/weather/tenday/l/465540ac8f72b0076d8e5f68b06d5c42ba7e975681777dbe24480d44f37a6107","Obersulm-Willsbach"
Q518,"https://www.wetteronline.de/wetter/ohlsbach","https://weather.com/weather/tenday/l/6f6e785f083f6fde5bf5dbcf11d82892f4c21ce5c3d10fc2cade40a206f412ca","Ohlsbach"
Q332,"https://www.wetteronline.de/wetter/ispringen","https://weather.com/weather/tenday/l/c02a2f1a7b22f64f191791aaffe838db240895baa9fd8813905b1e914b80000c","Pforzheim-Ispringen"
Q864,"https://www.wetteronline.de/wetter/pfullendorf","https://weather.com/weather/tenday/l/e17e69eeb8e9ba0518f6d89bba99fbe85bd0923bb2a259e9feb311fa290d8d1c","Pfullendorf"
Q440,"https://www.wetteronline.de/wetter/renningen/ihingerhof","https://weather.com/weather/tenday/l/8f313f25af6188175d234b57990b643cd31f59fb9040f3ca5757fddabfb86fee","Renningen-IhingerHof","w_com: just renningen"
Q404,"https://www.wetteronline.de/wetter/rheinau/memprechtshofen","https://weather.com/weather/tenday/l/29f6d78f7d60514d17b71ab15a20d7be5e9fa66137b8055bed497faa5d522cb8","Rheinau-Memprechtshofen"
Q733,"https://www.wetteronline.de/wetter/rottweil","https://weather.com/weather/tenday/l/55dc26b56b168564811b2b94764b56f5973666bb2944e37632ccaa6ad0a2b324","Rottweil"
Q341,"https://www.wetteronline.de/wetter/sachsenheim","https://weather.com/weather/tenday/l/dbe9e1887a7f3d2a2d3a9685d6e11579161c1f9f0e4e6404b903622937efa828","Sachsenheim"
Q378,"https://www.wetteronline.de/wetter/schwaebisch-gmuend","https://weather.com/weather/tenday/l/c51e00743c22be3e4b963a6d8f6058f03dc5dc66b75f80d39a94ea1e03e30681","SchwäbischGmünd-Weiler","wo: just schwäbisch-gmünd"
Q788,"https://www.wetteronline.de/wetter/sigmaringen/laiz","https://weather.com/weather/tenday/l/bd923f25c791ff31b36f6538182d49654b5555bfe487d0a6cd9b728f010fc6a9","Sigmaringen-Laiz"
Q942,"https://www.wetteronline.de/wetter/singen","https://weather.com/weather/tenday/l/6418b69d0e7edd1ca20620f9f6ae45e87211a8dd8a8f201acd2508978d74462e","Singen"
Q738,"https://www.wetteronline.de/wetter/villingen-schwenningen","https://weather.com/weather/tenday/l/3d38931f83b32cb25471aed827bfb19ccfcfd57346a9b278cea46975dbd1707b","Villingen-Schwenningen"
Q879,"https://www.wetteronline.de/wetter/weingarten","https://weather.com/weather/tenday/l/68243af187a1f063ea2fbda35cd77215b936b805a1649019afbc874cb436018c","Weingarten,Kr.Ravensburg"
Q622,"https://www.wetteronline.de/wetter/wolfach","https://weather.com/weather/tenday/l/005cf3c3da22447c4697b81b61c2ace045f9778a04092fd59ff81034654ddde0","Wolfach"
Q926,"https://www.wetteronline.de/wetter/wutoeschingen","https://weather.com/weather/tenday/l/b34f3d399b65d8ce874c68b3e627132db8553e479dce671c59f4201323062cb5","Wutöschingen-Ofteringen","wo: just wutoeschingen"